timestamp,game_round,map,latency,killer_ip,victim_ip,player_ip,suicide_count,deaths_total,killed_by_<world>,killed_<world>,killed_by_Player_138.25.249.38,killed_Player_138.25.249.38,killed_by_Player_138.25.249.81,killed_Player_138.25.249.81,killed_by_Player_138.25.249.93,killed_Player_138.25.249.93,killed_by_Player_138.25.249.94,killed_Player_138.25.249.94
2024-09-05 02:07:07,7,aggressor,0.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,1,0,0,0,0,0,0,1,0,0,1
2024-09-05 02:07:38,7,aggressor,200.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,2,0,0,0,0,0,0,2,0,0,2
2024-09-05 02:07:48,7,aggressor,200.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,3,0,0,0,0,0,0,3,0,0,3
2024-09-05 02:08:22,7,aggressor,200.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,2,0,0,0,0,0,1,1,0,1,3
2024-09-05 02:08:40,7,aggressor,200.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,5,0,0,0,0,1,1,4,0,0,4
2024-09-05 02:09:08,7,aggressor,200.0,Player_138.25.249.93,Player_138.25.249.38,Player_138.25.249.93,0,3,0,0,0,1,2,1,1,0,0,4
2024-09-05 02:09:18,7,aggressor,200.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,8,0,0,1,1,2,1,5,0,0,5
2024-09-05 02:10:15,7,aggressor,200.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,7,0,0,2,1,0,2,2,0,3,5
2024-09-05 02:10:49,7,aggressor,200.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,11,0,0,2,1,3,2,6,0,0,6
2024-09-05 02:11:07,7,aggressor,200.0,Player_138.25.249.93,Player_138.25.249.38,Player_138.25.249.93,0,8,0,0,1,2,5,2,2,0,0,6
2024-09-05 02:11:12,7,aggressor,200.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,9,0,0,2,2,0,3,3,0,4,6
2024-09-05 02:11:21,7,aggressor,200.0,Player_138.25.249.93,Player_138.25.249.38,Player_138.25.249.93,0,9,0,0,1,3,5,3,3,0,0,6
2024-09-05 02:11:27,7,aggressor,200.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,10,0,0,2,3,0,4,4,0,4,6
2024-09-05 02:11:33,7,aggressor,200.0,Player_138.25.249.93,Player_138.25.249.81,Player_138.25.249.93,0,11,0,0,2,3,0,5,5,0,4,6
2024-09-05 02:11:52,7,aggressor,200.0,Player_138.25.249.93,Player_138.25.249.38,Player_138.25.249.93,0,11,0,0,1,4,5,5,4,0,1,6
2024-09-05 02:12:07,7,aggressor,200.0,Player_138.25.249.93,Player_138.25.249.94,Player_138.25.249.93,0,14,0,0,2,4,5,5,7,0,0,7
